4.839999999999999858e+01 5.085000000000000000e+03
4.840400000000000347e+01 5.330000000000000000e+03
4.840800000000000125e+01 5.234000000000000000e+03
4.841199999999999903e+01 5.450000000000000000e+03
4.841599999999999682e+01 5.271000000000000000e+03
4.842000000000000171e+01 5.234000000000000000e+03
4.842399999999999949e+01 5.366000000000000000e+03
4.842799999999999727e+01 5.128000000000000000e+03
4.843200000000000216e+01 5.402000000000000000e+03
4.843599999999999994e+01 5.279000000000000000e+03
4.843999999999999773e+01 5.096000000000000000e+03
4.844400000000000261e+01 5.296000000000000000e+03
4.844800000000000040e+01 5.299000000000000000e+03
4.845199999999999818e+01 5.091000000000000000e+03
4.845600000000000307e+01 5.097000000000000000e+03
4.846000000000000085e+01 5.129000000000000000e+03
4.846399999999999864e+01 5.254000000000000000e+03
4.846800000000000352e+01 5.710000000000000000e+03
4.847200000000000131e+01 5.626000000000000000e+03
4.847599999999999909e+01 6.061000000000000000e+03
4.847999999999999687e+01 6.377000000000000000e+03
4.848400000000000176e+01 7.204000000000000000e+03
4.848799999999999955e+01 9.436000000000000000e+03
4.849199999999999733e+01 1.393600000000000000e+04
4.849600000000000222e+01 1.910900000000000000e+04
4.850000000000000000e+01 2.286200000000000000e+04
4.850399999999999778e+01 1.677800000000000000e+04
4.850800000000000267e+01 9.158000000000000000e+03
4.851200000000000045e+01 6.115000000000000000e+03
4.851599999999999824e+01 5.427000000000000000e+03
4.852000000000000313e+01 5.043000000000000000e+03
4.852400000000000091e+01 5.106000000000000000e+03
4.852799999999999869e+01 5.310000000000000000e+03
4.853199999999999648e+01 5.119000000000000000e+03
4.853600000000000136e+01 5.222000000000000000e+03
4.853999999999999915e+01 5.319000000000000000e+03
4.854399999999999693e+01 5.159000000000000000e+03
4.854800000000000182e+01 5.014000000000000000e+03
4.855199999999999960e+01 5.257000000000000000e+03
4.855599999999999739e+01 5.185000000000000000e+03
4.856000000000000227e+01 5.238000000000000000e+03
4.856400000000000006e+01 5.214000000000000000e+03
4.856799999999999784e+01 5.352000000000000000e+03
4.857200000000000273e+01 5.340000000000000000e+03
4.857600000000000051e+01 5.244000000000000000e+03
4.857999999999999829e+01 5.321000000000000000e+03
4.858400000000000318e+01 5.518000000000000000e+03
4.858800000000000097e+01 5.523000000000000000e+03
4.859199999999999875e+01 4.864000000000000000e+03
4.859599999999999653e+01 5.207000000000000000e+03
4.860000000000000142e+01 5.317000000000000000e+03
4.860399999999999920e+01 5.222000000000000000e+03
4.860799999999999699e+01 5.370000000000000000e+03
4.861200000000000188e+01 5.190000000000000000e+03
4.861599999999999966e+01 5.168000000000000000e+03
4.861999999999999744e+01 5.214000000000000000e+03
4.862400000000000233e+01 5.119000000000000000e+03
4.862800000000000011e+01 5.174000000000000000e+03
4.863199999999999790e+01 5.270000000000000000e+03
4.863600000000000279e+01 5.153000000000000000e+03
4.864000000000000057e+01 5.045000000000000000e+03
4.864399999999999835e+01 5.385000000000000000e+03
4.864800000000000324e+01 5.141000000000000000e+03
4.865200000000000102e+01 5.269000000000000000e+03
4.865599999999999881e+01 5.240000000000000000e+03
4.865999999999999659e+01 5.233000000000000000e+03
4.866400000000000148e+01 5.114000000000000000e+03
4.866799999999999926e+01 5.189000000000000000e+03
4.867199999999999704e+01 5.228000000000000000e+03
4.867600000000000193e+01 5.418000000000000000e+03
4.867999999999999972e+01 5.131000000000000000e+03
4.868399999999999750e+01 5.054000000000000000e+03
4.868800000000000239e+01 5.079000000000000000e+03
4.869200000000000017e+01 5.165000000000000000e+03
4.869599999999999795e+01 5.373000000000000000e+03
4.870000000000000284e+01 5.144000000000000000e+03
4.870400000000000063e+01 5.207000000000000000e+03
4.870799999999999841e+01 4.984000000000000000e+03
4.871200000000000330e+01 5.191000000000000000e+03
4.871600000000000108e+01 5.056000000000000000e+03
4.871999999999999886e+01 4.949000000000000000e+03
4.872399999999999665e+01 5.242000000000000000e+03
4.872800000000000153e+01 5.197000000000000000e+03
4.873199999999999932e+01 5.092000000000000000e+03
4.873599999999999710e+01 5.144000000000000000e+03
4.874000000000000199e+01 5.203000000000000000e+03
4.874399999999999977e+01 5.261000000000000000e+03
4.874799999999999756e+01 5.006000000000000000e+03
4.875200000000000244e+01 5.019000000000000000e+03
4.875600000000000023e+01 5.153000000000000000e+03
4.875999999999999801e+01 4.894000000000000000e+03
4.876400000000000290e+01 4.975000000000000000e+03
4.876800000000000068e+01 4.782000000000000000e+03
4.877199999999999847e+01 4.867000000000000000e+03
4.877600000000000335e+01 4.987000000000000000e+03
4.878000000000000114e+01 5.215000000000000000e+03
4.878399999999999892e+01 5.559000000000000000e+03
4.878799999999999670e+01 6.399000000000000000e+03
4.879200000000000159e+01 1.011700000000000000e+04
4.879599999999999937e+01 1.176600000000000000e+04
4.879999999999999716e+01 1.317800000000000000e+04
4.880400000000000205e+01 1.277200000000000000e+04
4.880799999999999983e+01 7.772000000000000000e+03
4.881199999999999761e+01 6.236000000000000000e+03
4.881600000000000250e+01 5.799000000000000000e+03
4.882000000000000028e+01 5.444000000000000000e+03
4.882399999999999807e+01 5.455000000000000000e+03
4.882800000000000296e+01 5.076000000000000000e+03
4.883200000000000074e+01 5.560000000000000000e+03
4.883599999999999852e+01 5.291000000000000000e+03
4.884000000000000341e+01 5.124000000000000000e+03
4.884400000000000119e+01 5.716000000000000000e+03
4.884799999999999898e+01 5.286000000000000000e+03
4.885199999999999676e+01 5.234000000000000000e+03
4.885600000000000165e+01 5.245000000000000000e+03
4.885999999999999943e+01 5.297000000000000000e+03
4.886399999999999721e+01 5.032000000000000000e+03
4.886800000000000210e+01 5.167000000000000000e+03
4.887199999999999989e+01 5.363000000000000000e+03
4.887599999999999767e+01 5.319000000000000000e+03
4.888000000000000256e+01 5.219000000000000000e+03
4.888400000000000034e+01 5.479000000000000000e+03
4.888799999999999812e+01 5.298000000000000000e+03
4.889200000000000301e+01 5.369000000000000000e+03
4.889600000000000080e+01 5.316000000000000000e+03
4.889999999999999858e+01 5.023000000000000000e+03
4.890400000000000347e+01 5.164000000000000000e+03
4.890800000000000125e+01 5.101000000000000000e+03
4.891199999999999903e+01 5.195000000000000000e+03
4.891599999999999682e+01 5.446000000000000000e+03
4.892000000000000171e+01 5.237000000000000000e+03
4.892399999999999949e+01 5.257000000000000000e+03
4.892799999999999727e+01 5.388000000000000000e+03
4.893200000000000216e+01 5.305000000000000000e+03
4.893599999999999994e+01 5.169000000000000000e+03
4.893999999999999773e+01 5.106000000000000000e+03
4.894400000000000261e+01 5.582000000000000000e+03
4.894800000000000040e+01 5.130000000000000000e+03
4.895199999999999818e+01 5.236000000000000000e+03
4.895600000000000307e+01 5.314000000000000000e+03
4.896000000000000085e+01 5.462000000000000000e+03
4.896399999999999864e+01 5.294000000000000000e+03
4.896800000000000352e+01 5.220000000000000000e+03
4.897200000000000131e+01 5.404000000000000000e+03
4.897599999999999909e+01 5.275000000000000000e+03
4.897999999999999687e+01 5.155000000000000000e+03
4.898400000000000176e+01 5.204000000000000000e+03
4.898799999999999955e+01 5.287000000000000000e+03
4.899199999999999733e+01 5.379000000000000000e+03
4.899600000000000222e+01 6.288000000000000000e+03
4.900000000000000000e+01 9.305000000000000000e+03
4.900399999999999778e+01 1.584800000000000000e+04
4.900800000000000267e+01 1.482500000000000000e+04
4.901200000000000045e+01 7.849000000000000000e+03
4.901599999999999824e+01 5.997000000000000000e+03
4.902000000000000313e+01 5.415000000000000000e+03
4.902400000000000091e+01 5.181000000000000000e+03
4.902799999999999869e+01 5.107000000000000000e+03
4.903199999999999648e+01 5.374000000000000000e+03
4.903600000000000136e+01 5.219000000000000000e+03
4.903999999999999915e+01 5.107000000000000000e+03
4.904399999999999693e+01 5.456000000000000000e+03
4.904800000000000182e+01 5.074000000000000000e+03
4.905199999999999960e+01 5.235000000000000000e+03
4.905599999999999739e+01 4.995000000000000000e+03
4.906000000000000227e+01 5.119000000000000000e+03
4.906400000000000006e+01 5.366000000000000000e+03
4.906799999999999784e+01 5.188000000000000000e+03
4.907200000000000273e+01 5.417000000000000000e+03
4.907600000000000051e+01 5.094000000000000000e+03
4.907999999999999829e+01 5.148000000000000000e+03
4.908400000000000318e+01 5.245000000000000000e+03
4.908800000000000097e+01 5.024000000000000000e+03
4.909199999999999875e+01 5.246000000000000000e+03
4.909599999999999653e+01 5.090000000000000000e+03
4.910000000000000142e+01 5.193000000000000000e+03
4.910399999999999920e+01 5.468000000000000000e+03
4.910799999999999699e+01 5.142000000000000000e+03
4.911200000000000188e+01 5.218000000000000000e+03
4.911599999999999966e+01 5.131000000000000000e+03
4.911999999999999744e+01 5.335000000000000000e+03
4.912400000000000233e+01 5.414000000000000000e+03
4.912800000000000011e+01 5.157000000000000000e+03
4.913199999999999790e+01 5.337000000000000000e+03
4.913600000000000279e+01 5.220000000000000000e+03
4.914000000000000057e+01 5.225000000000000000e+03
4.914399999999999835e+01 5.474000000000000000e+03
4.914800000000000324e+01 5.019000000000000000e+03
4.915200000000000102e+01 5.363000000000000000e+03
4.915599999999999881e+01 5.180000000000000000e+03
4.915999999999999659e+01 5.561000000000000000e+03
4.916400000000000148e+01 5.306000000000000000e+03
4.916799999999999926e+01 5.216000000000000000e+03
